OM,latitude,longitude,Endereços
CNBW,38.9071923,-77.0368707,BRAZILIAN NAVAL COMMISSION - 5130 - MACARTHUR BOULEVARD N.W. - - WASHINGTON - - USA – 200163316
CPSP,-23.9582063,-46.307054,"Cais da Marinha, s/n, Avenida Engenheiro Ismael Coelho De Souza, Macuco, Santos, São Paulo, Brazil, 11015-315, "
CCIMAR,-22.896841,-43.174986,"Centro, Rio de Janeiro, Rio de Janeiro, Brazil, 20091-000, "
CLogMat,-22.9070828,-43.18191480000001,"Centro, Rio de Janeiro, State of Rio de Janeiro, Brazil, "
SIM,-22.896983,-43.1773907,"Centro, Rio de Janeiro, State of Rio de Janeiro, Brazil, 20091-000, "
DGN,-22.8965908,-43.17732059999999,"Centro, Rio de Janeiro, State of Rio de Janeiro, Brazil, 20091, "
CCSM,-22.8956521,-43.1702573,"Edifício 8, Rua da Pedreira, Ilha das Cobras, Rio de Janeiro, Rio de Janeiro, Brazil, 20091-000, "
Com7°DN,-15.7941193,-47.8707141,"Eixo Monumental, Brasília, Brasília, Distrito Federal, Brazil, 70297-400, "
SGM,-15.7887865,-47.89335699999999,"Eixo Monumental, Brasília, Brasília, Distrito Federal, Brazil, 70740-610, "
SSN-2,-12.79678731529524,-38.49049395703705,ENTRADA DA BASE NAVAL DE ARATU - S/N° - BNA - SÃO TOMÉ DE PARIPE - SALVADOR - BA - BRASIL - 40800-310
CFB,-15.793951789630864,-47.87063350195475,"ESPLANADA DOS MINISTÉRIOS - - BL. ""N"", ANEXO ""A"" - TÉRREO - BRASÍLIA - BRASÍLIA - DF - BRASIL – 70055-900"
EMA,-15.79545827971751,-47.87132425787112,"ESPLANADA DOS MINISTÉRIOS - - BLOCO N , 5° ANDAR - PLANO PILOTO - BRASÍLIA - DF - BRASIL - 70055-900"
GCM,-15.79545827971751,-47.87132425787112,ESPLANADA DOS MINISTÉRIOS - S/N - BLOCO N - 2° E 3° ANDARES - ZONA CIVICO-ADMINISTRATIVA - BRASÍLIA - DF - BRASIL - 70055-900
CIM,-15.79545827971751,-47.87132425787112,"ESPLANADA DOS MINISTÉRIOS - S/N - BLOCO N, EDIFÍCIO ANEXO, 4° ANDAR - ZONA CENTRAL - BRASÍLIA - DF - BRASIL - 70055-900"
SECIRM,-15.7938676,-47.8710325,"Esplanada dos Ministérios, Brasília, Brasília, Distrito Federal, Brazil, 70297-400, "
DPCvM,-15.7938931,-47.870663,"Esplanada dos Ministérios, Brasília, Brasília, Distrito Federal, Brazil, 70297-400, "
BNA,-12.796461365420448,-38.490488391916365,EST. DA BASE NAVAL - S/N° - - SÃO TOMÉ DE PARIPE - SALVADOR - BA - BRASIL - 40800-310
ComGptPatNavL,-12.795180413241653,-38.4885887678478,ESTRADA DA BASE NAVAL - S/N° - - SÃO TOMÉ DE PARIPE - SALVADOR - BA - BRASIL - 40800-310
ComForMinVar,-12.797904607142776,-38.49286212898382,ESTRADA DA BASE NAVAL DE ARATU - S/N° - - SÃO TOMÉ DE PARIPE - SALVADOR - BA - BRASIL - 40800-310
ENRN,-3.1419455,-59.9474454,"Estrada de Acesso A Base Naval, Manaus, Amazonas, Brazil, "
BtlBldFuzNav,-22.78203556443318,-43.159702516783504,ESTRADA DO QUILOMBO - S/N° - BANANAL - ILHA DO GOVERNADOR - RIO DE JANEIRO - RJ - BRASIL – 21911-010
BtlArtFuzNav,-22.7838279,-43.1692796,"Estrada do Quilombo, Freguesia (Ilha do Governador), Rio de Janeiro, Rio de Janeiro, Brazil, 21911, "
BtlDefNBQR-ARAMAR,-23.4013033,-47.5901407,"Estrada Municipal Iperó, Bacaetava, Iperó, São Paulo, Brazil, 18560-000, "
ComForS,-22.917163516165456,-43.85079708487992,ESTRADA PREFEITO WILSON PEDRO FRANCISCO - S/N° - - ILHA DA MADEIRA - ITAGUAÍ - RJ - BRASIL - 23826-640
COFAMAR,-22.930893,-43.175283,"Flamengo, Rio de Janeiro, Rio de Janeiro, Brazil, 22210-060, "
CIAAN,-22.8154804,-42.0899784,"Fluminense, São Pedro da Aldeia, Rio de Janeiro, Brazil, 28944-054, "
CPesFN,-22.8960361,-43.1706815,FORTALEZA DE SÃO JOSÉ - S/N° - ILHA DAS COBRAS - CENTRO - RIO DE JANEIRO - RJ - BRASIL – 20091-000
CMatFN,-22.89611538459736,-43.17048821629093,FORTALEZA SÃO JOSÉ - S/N° - ILHA DAS COBRAS - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000
UISM,-22.9235644,-43.3416865,"Freguesia, Rio de Janeiro, State of Rio de Janeiro, Brazil, "
NPaGravatai,-29.93988689999999,-50.99475289999999,"Gravataí district, Gravataí, State of Rio Grande do Sul, Brazil, "
NPaGuaratuba,-25.8843865,-48.5762979,"Guaratuba, Guaratuba, Guaratuba, State of Paraná, Brazil, 83280-000, "
BSIM,-22.9167327,-43.840969,"Ilha da Madeira, Itaguaí, Rio de Janeiro, Brazil, 23826-640, "
NAMAtlantico,-22.8949739093137,-43.17160747186343,ILHA DAS COBRAS - S/N - - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000
NApOcARongel,-22.89655200802037,-43.169813495585885,ILHA DAS COBRAS - S/N° - - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000
ComGptPatNavSE,-22.89785948782585,-43.17321510606117,ILHA DAS COBRAS - S/N° - ED. 22 DO AMRJ - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000
DAdM,-22.8966616738843,-43.17504048289729,"ILHA DAS COBRAS - S/N° - EDIFÍCIO ALMIRANTE GASTÃO MOTTA, 2° ANDAR - CENTRO - RIO DE JANEIRO - RJ - BRASIL – 20091-000"
DFM,-22.8966616738843,-43.17504048289729,"ILHA DAS COBRAS - S/N° - EDIFÍCIO ALMIRANTE GASTÃO MOTTA, 3° ANDAR - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000"
DGOM,-22.8966616738843,-43.17504048289729,"ILHA DAS COBRAS - S/N° - EDIFÍCIO ALMIRANTE GASTÃO MOTTA, 3° ANDAR - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000"
DAbM,-22.8966616738843,-43.17504048289729,"ILHA DAS COBRAS - S/N° - EDIFÍCIO ALMIRANTE GASTÃO MOTTA, 4° ANDAR - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000"
CPN,-22.897650174471394,-43.17144964156064,ILHA DAS COBRAS - S/N° - EDIFÍCIO N° 16 - ARSENAL DE MARINHA DO RIO DE JANEIRO - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000
DIM,-22.896655136145352,-43.17162478816621,ILHA DAS COBRAS - S/Nº - EDIFÍCIO 11 - 1º ANDAR - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000
EMGEPRON,-22.89772766671321,-43.17293410369673,"Ilha das Cobras, Guanabara - Edifício Almirante Raphael de Azevedo Branco ,Baia de, S/N, Rio de Janeiro - RJ, 20180-001"
CASNAV,-22.8972805,-43.1740245,"Ilha das Cobras, Rio de Janeiro, Rio de Janeiro, Brazil, "
BNIC,-22.895805,-43.171689,"Ilha das Cobras, State of Rio de Janeiro, Brazil, "
AvApCoAlteHess,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ - S/N - - CENTRO - NITERÓI - RJ - BRASIL - 24040-300
ComForSup,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ - S/N° - - CENTRO - NITERÓI - RJ - BRASIL - 24040-300
CvJNoronha,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ - S/N° - - CENTRO - NITERÓI - RJ - BRASIL - 24040-300
ComEsqdAp-1,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ - S/N° - - CENTRO - NITERÓI - RJ - BRASIL - 24040-300
STimbira,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ - S/N° - - CENTRO - NITERÓI - RJ - BRASIL - 24040-300
ComDiv-1,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ - S/N° - - CENTRO - NITERÓI - RJ - BRASIL - 24040-300
ComDiv-2,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ - S/N° - - CENTRO - NITERÓI - RJ - BRASIL - 24040-300
FDefensora,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ - S/N° - - CENTRO - NITERÓI - RJ - BRASIL - 24040-900
FLiberal,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ - S/N° - - CENTRO - NITERÓI - RJ - BRASIL - 24040-900
ComEsqdE-1,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ - S/N° - - CENTRO - NITERÓI - RJ - BRASIL - 24049-900
CASOP,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ - S/N° - - MOCANGUÊ - NITERÓI - RJ - BRASIL - 24040-300
CvBarroso,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ - S/N° - - PONTA D'AREIA - NITERÓI - RJ - BRASIL - 24040-300
NDCCAlteSaboia,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ - S/N° - - PONTA D'AREIA - NITERÓI - RJ - BRASIL - 24040-300 
NTAlteGMotta,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ - S/N° - BASE NAVAL DO RIO DE JANEIRO - CENTRO - NITERÓI - RJ - BRASIL - 24040-300
FUniao,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ - S/Nº - - CENTRO - NITERÓI - RJ - BRASIL - 22040-300
UMEsq,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ - S/Nº - - CENTRO - NITERÓI - RJ - BRASIL - 24040-300
CDDGN,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ - S/Nº - - CENTRO - NITERÓI - RJ - BRASIL - 24040-400
EDCGMarambaia,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ - S/Nº - - NITERÓI - RIO DE JANEIRO - RJ - BRASIL - 24049-900
EDCGCamboriu,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ GRANDE - S/N - PONTA D'AREIA - - NITEROÍ - RJ - BRASIL - 24049-900
STupi,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ GRANDE - S/N° - - CENTRO - NITERÓI - RJ - BRASIL - 24040-300
STapajo,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ GRANDE - S/N° - - CENTRO - NITERÓI - RJ - BRASIL - 24040-300
NDMBahia,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ GRANDE - S/Nº - BASE NAVAL DO RIO DE JANEIRO - PONTA D'AREIA - RIO DE JANEIRO - RJ - BRASIL – 24040-300
NSSGuillobel,-22.86976703250476,-43.13543274231505,"Ilha de Mocanguê Grande s/n - Ponta D'areia, Niterói - RJ"
BACS,-22.87053707391473,-43.13503273145814,"Ilha de Mocanguê Grande s/n - Ponta D'areia, Niterói - RJ"
EDCGTambau,-22.86976703250476,-43.13543274231505,"ILHA DE MOCANGUÊ GRANDE, S/N - S/N° - PONTA D'AREIA - - NITEROÍ - RJ - BRASIL - 24049-900"
ComEsqdE-2,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ PEQUENO - S/N° - - CENTRO - NITERÓI - RJ - BRASIL - 24040-300
NEBrasil,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ PEQUENO - S/N° - - CENTRO - NITERÓI - RJ - BRASIL - 24040-300
NVeCisneBranco,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ PEQUENO - S/N° - - CENTRO - NITERÓI - RJ - BRASIL - 24040-300
CGAEM,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUE PEQUENO - S/N° - - NITERÓI - NITERÓI - RJ - BRASIL - 24040-300
ComemCh,-22.86976703250476,-43.13543274231505,"Ilha de Mocanguê, Niterói - RJ"
FConstituicao,-22.86976703250476,-43.13543274231505,ILHA DO MOCANGUÊ - S/N° - - CENTRO - NITERÓI - RJ - BRASIL - 22040-300
NDCCMMaia,-22.86976703250476,-43.13543274231505,ILHA DO MOCÂNGUE - S/N° - PONTA DA AREIA - CENTRO - NITERÓI - RJ - BRASIL - 24049 -900
ComGptPatNavS,-32.1403216,-52.10961409999999,"Industrial Tamandaré, Rio Grande, Rio Grande do Sul, Brazil, 96215-840, "
CINA,-23.3983953,-47.5984034,"Iperó, Bacaetava, São Paulo, Brazil, 18560-000, "
CeIMBe,-1.3950167,-48.4919737,"Km 4, S/N, Rodovia Arthur Bernardes, Val de Caes, Belém, Pará, Brazil, 66115-300, "
ComFlotMT,-19.002302,-57.5957002,"Ladário, Setor 8, Mato Grosso do Sul, Brazil, 79370-000, "
EDCGGuarapari,-22.86976703250476,-43.13543274231505,LHA DE MOCANGUÊ GRANDE - S/N° - PONTA D'AREIA - - NITEROÍ - RJ - BRASIL - 24049-900
DelPSeguro,-16.4520921,-39.0660524,"N° 195, Rua São Pedro, Centro, Porto Seguro, Bahia, Brazil, 45810-000, "
AgEirunepe,-6.666947299999999,-69.865921,"n°113, Rua Felipe Cunha, Centro, Eirunepé, Amazonas, Brazil, 69880-000, "
GRUMEC,-22.8751255,-43.13582,"Niterói, Rio de Janeiro, Brazil, "
CIAMA,-22.8739844,-43.1332899,"Niterói, Rio de Janeiro, Brazil, 24040-300, "
CeIMNi,-22.8807073,-43.1013526,"Niterói, State of Rio de Janeiro, Brazil, "
GrEOpRibN,-2.0953182,-58.3716902,"North Region, Brazil, "
STikuna,-22.86976703250476,-43.13543274231505,OTR ILHA DE MOCANGUE GRANDE - S/N° - - PONTA D'AREIA - NITEROI - RJ - BRASIL - 24.049-900 
AgParaty,-23.2197106,-44.7167452,"Paraty, Paraty, State of Rio de Janeiro, Brazil, "
MParnaiba,-2.9096093,-41.7537178,"Parnaíba, Parnaíba, State of Piauí, Brazil, "
NPaGurupa,-22.89899542794569,-43.17014141987168,PCA BARÃO DE LADÁRIO - S/N° - ILHA DAS COBRAS - CENTRO - RIO DE JANEIRO - RJ - BRASIL – 20091-000
NPaGurupi,-22.89899542794569,-43.17014141987168,PCA BARÃO DE LADÁRIO - S/N° - ILHA DAS COBRAS - CENTRO - RIO DE JANEIRO - RJ - BRASIL – 20091-000
SSPM,-22.89936333180381,-43.17672761539194,PÇA. BARÃO DE LADÁRIO - S/N° - COMPLEXO DO 1° DN - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000
GptFNRJ,-22.8273076,-43.26540199999999,"Penha, Rio de Janeiro, State of Rio de Janeiro, Brazil, "
CMEM,-22.8713889,-43.1342531,"Ponta D'areia, Niterói, Rio de Janeiro, Brazil, 24040-300, "
DHN,-22.8830396,-43.1339724,"Ponta Dareia, Niterói, Rio de Janeiro, Brazil, "
CMASM,-22.8357598,-43.1089216,"Porto Velho, São Gonçalo, Rio de Janeiro, Brazil, "
NPaOcAPA,-22.86488098159224,-43.13898449010604,PRAÇA BARÃO DE LADÁRIO - 118 - - ILHA DAS COBRAS - RIO DE JANEIRO - RJ - BRASIL - 20091-000
CoNavOpEsp,-22.897822100433665,-43.17698571533288,"PRAÇA BARÃO DE LADÁRIO - S/N - EDIFÍCIO ALMIRANTE TAMANDARÉ, 7º ANDAR - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000"
COMPAAz,-22.897822100433665,-43.17698571533288,PRAÇA BARÃO DE LADÁRIO - S/N/ - ED. ALTE TAMANDARE - 6° ANDAR - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000
OCM,-22.896304610269507,-43.17950423145577,PRAÇA BARÃO DE LADÁRIO - S/N° - - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 21910-000
BtlNav,-22.89640157328757,-43.17140357468155,PRAÇA BARÃO DE LADÁRIO - S/N° - - ILHA DAS COBRAS - RIO DE JANEIRO - RJ - BRASIL - 20091-000
NPaOcAmazonas,-22.86488098159224,-43.13898449010604,PRAÇA BARÃO DE LADÁRIO - S/N° - - ILHA DAS COBRAS - RIO DE JANEIRO - RJ - BRASIL – 20091-000
SASM,-22.896118266112744,-43.17909902436166,PRAÇA BARÃO DE LADÁRIO - S/N° - COMPLEXO DO 1° DN - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000
DGPM,-22.897822100433665,-43.17698571533288,"PRAÇA BARÃO DE LADÁRIO - S/N° - ED ALMIRANTE TAMANDARÉ, 7° ANDAR - PRAÇA MAUÁ- CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000"
DPMM,-22.89795774240472,-43.177006131848685,"PRACA BARAO DE LADARIO - S/N° - ED. ALTE TAMANDARE, 4° ANDAR - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000"
DEnsM,-22.89795774240472,-43.177006131848685,"PRAÇA BARÃO DE LADÁRIO - S/N° - ED. ALTE. TAMANDARÉ, 5° ANDAR - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000"
FIndependencia,-22.8949739093137,-43.17160747186343,PRAÇA BARÃO DE LADÁRIO - S/N° - ILHA DAS COBRAS - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000
FRademaker,-22.8949739093137,-43.17160747186343,PRAÇA BARÃO DE LADÁRIO - S/N° - ILHA DAS COBRAS - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000
AvInGMJansen,-22.89955614105913,-43.168445906308754,PRAÇA BARÃO DE LADÁRIO - S/N° - ILHA DAS COBRAS - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000
AvInGMBrito,-22.89955614105913,-43.168445906308754,PRAÇA BARÃO DE LADÁRIO - S/N° - ILHA DAS COBRAS - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000
AvInAspNasc,-22.89955614105913,-43.168445906308754,PRAÇA BARÃO DE LADÁRIO - S/N° - ILHA DAS COBRAS - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000
CiaPolBtlNav,-22.8962211,-43.1722296,PRAÇA BARÃO DE LADÁRIO - S/N° - ILHA DAS COBRAS - CENTRO - RIO DE JANEIRO - RJ - BRASIL – 20091-000
CPO,-22.897822100433665,-43.17698571533288,PRAÇA BARÃO DE LADARIO - S/Nº - ED. ALTE TAMANDARE - 3° ANDAR - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000
STamoio,-22.8949739093137,-43.17160747186343,PRAÇA BARÃO DE LADÁRIO - S/Nº - ILHA DAS COBRAS - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000
AgNSNQ,-22.897498393209688,-43.17403925904834,"PRAÇA BARÃO DE LADÁRIO S/N, RUA DA PONTE - S/Nº - EDIFÍCIO 23 DO AMRJ 2º ANDAR - ILHA DAS COBRAS - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000"
ComOpNav,-22.8979701,-43.1770284,"Praça Barão de Ladário, Centro, Rio de Janeiro, Rio de Janeiro, Brazil, 20091-000, "
SVPM,-22.897953,-43.1768783,"Praça Barão de Ladário, Centro, Rio de Janeiro, Rio de Janeiro, Brazil, 20091-000, "
DelGuaira,-24.06643120795385,-54.23366587678429,PRAÇA PRESIDENTE DUTRA - 88 - - VILA VELHA - GUAÍRA - PR - BRASIL – 85980-000
DepCMRJ,-22.822098984315247,-43.189204475071904,PRAIA DA BICA - 1361 - JARDIM GUANABARA - ILHA DO GOVERNADOR - RIO DE JANEIRO - RJ - BRASIL – 21931-076
CHN-9,-3.1437210619474234,-59.94963621115756,R RIO ITAQUAI - S/N° - - VILA BURITI - MANAUS - AM - BRASIL - 69.072-080 
NHoFluRioBranco,-3.1468588529365635,-59.94914154750269,R RIO ITAQUAI - S/N° - - VILA BURITI - MANAUS - AM - BRASIL - 69.072-080 
DGDNTM,-22.89711905152199,-43.17421753215755,"R. da Ponte - Centro, Rio de Janeiro - RJ"
Com8°DN,-23.593572417184184,-46.64697160182957,"R. Estado de Israel, 776 - Vila Clementino, São Paulo - SP, 04022-002"
CMS,-22.8959703,-43.1679751,"Rio de Janeiro, Centro, Rio de Janeiro, Brazil, "
PM,-22.8959731,-43.17288370000001,"Rio de Janeiro, Centro, Rio de Janeiro, Brazil, 20091-000, "
CPMM,-22.8958597,-43.1731206,"Rio de Janeiro, Centro, Rio de Janeiro, Brazil, 20091-000, "
CGCFN,-22.8962427,-43.1716226,"Rio de Janeiro, Centro, Rio de Janeiro, Brazil, 21911-000, "
BNRJ,-22.9068467,-43.1728965,"Rio de Janeiro, Rio de Janeiro, State of Rio de Janeiro, Brazil, "
EsqdHU-41,-1.3813482013979412,-48.48399758651885,ROD ARTHUR BERNARDES - S/N - - VAL-DE-CAES - BELEM - PA - BRASIL - 66.115-000
NApOcIguatemi,-1.3948889988929083,-48.493578412417925,RODOVIA ARTHUR BERNARDES - S/N - BASE NAVAL DE VAL-DE-CÃES - - BELÉM - PA - BRASIL - 66115-000
AvHoFluRioXingu,-1.3948889988929083,-48.493578412417925,RODOVIA ARTHUR BERNARDES - S/N° - - VAL DE CÃES - BELÉM - PA - BRASIL – 66115-300
NPaBocaina,-1.3948889988929083,-48.493578412417925,RODOVIA ARTHUR BERNARDES - S/N° - - VAL-DE-CÃES - BELÉM - PA - BRASIL - 66110-300
NPaGuanabara,-1.3948889988929083,-48.493578412417925,RODOVIA ARTHUR BERNARDES - S/N° - - VAL-DE-CÃES - BELÉM - PA - BRASIL - 66110-300
NAPara,-1.3948889988929083,-48.493578412417925,RODOVIA ARTHUR BERNARDES - S/N° - - VAL-DE-CÃES - BELÉM - PA - BRASIL - 66110-300
ComGptPatNavN,-1.3981306954168435,-48.4911753432022,RODOVIA ARTHUR BERNARDES - S/N° - BASE NAVAL DE VAL-DE-CAES - BNVC - VAL-DE-CAES - BELÉM - PA - BRASIL - 66110-300
NPaPampeiro,-1.3948889988929083,-48.493578412417925,RODOVIA ARTHUR BERNARDES - S/N° - BASE NAVAL DE VAL-DE-CAES - VAL-DE-CAES - BELÉM - PA - BRASIL - 66115-000
NPaBracui,-1.3948889988929083,-48.493578412417925,RODOVIA ARTHUR BERNARDES - S/N° - BASE NAVAL DE VAL-DE-CÃES - VAL-DE-CÃES - BELÉM - PA - BRASIL - 66115-030
NPaGuaruja,-1.3948889988929083,-48.493578412417925,RODOVIA ARTHUR BERNARDES - S/N° - BASE NAVAL DE VAL-DE-CÃES - VAL-DE-CÃES - BELÉM - PA - BRASIL – 66110-330
NHoGSampaio,-1.3948889988929083,-48.493578412417925,RODOVIA ARTUR BERNARDES - S/N° - - VAL-DE-CÃES - BELÉM - PA - BRASIL - 66115-000
NHiBTenCastelo,-1.3948889988929083,-48.493578412417925,RODOVIA ARTUR BERNARDES - S/N° - - VAL-DE-CÃES - BELÉM - PA - BRASIL - 66115-810
AvHoFluRioTocantins,-1.3948889988929083,-48.493578412417925,"RODOVIA ARTUR BERNARDES, S/Nº - - S/N° - VAL DE CÃES - VAL DE CÃES - BELÉM - PA - BRASIL – 66.110-300"
ERMB,-15.996560123066622,-47.90305387018488,"RODOVIA DF-001 - - KM 45, ÁREA ALFA - SANTA MARIA - BRASÍLIA - DF - BRASIL – 70051-970"
CmdoTrDbq,-22.80451897899867,-43.290438004826,RODOVIA WASHINGTON LUIS - S/N° - KM 124 - PARQUE DUQUE DE CAXIAS - DUQUE DE CAXIAS - RJ - BRASIL - 25085-000
NPaMacae,-22.89899542794569,-43.17014141987168,RUA 1° DE MARÇO - 118 - BARAO DE LADARIO 11 E 12 - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20010-000
CTIM,-22.899156869369097,-43.17698377300568,"RUA 1° DE MARÇO - 118 - EDIFÍCIO BARÃO DE LADÁRIO, SOBRELOJA - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20010-000"
DAerM,-22.899156869369097,-43.17698377300568,RUA 1º DE MARCO - 118 - ED. BARÃO DE LADÁRIO 13° E 14° ANDARES - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20010-000
DOCM,-22.899156869369097,-43.17698377300568,RUA 1º DE MARÇO - 118 - ED. BARÃO DE LADÁRIO 15° E 16° ANDARES - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20010-000
DSAM,-22.899156869369097,-43.17698377300568,RUA 1º DE MARÇO - 118 - ED. BARÃO DE LADÁRIO 17° AO 20° ANDARES - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20010-000
DGePM,-22.899156869369097,-43.17698377300568,"RUA 1º DE MARÇO - 118 - ED. BARÃO DE LADÁRIO,10º ANDAR - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20010-000"
DGMM,-22.89922605251052,-43.17690867115095,"RUA 1º DE MARÇO - 118 - EDIFÍCIO BARÃO DE LADÁRIO - 10°,11º E 12º ANDARES - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20010-000"
DCTIM,-22.899156869369097,-43.17698377300568,"RUA 1º DE MARÇO - 118 - EDIFÍCIO BARÃO DE LADÁRIO, 3°,4° E 5° ANDARES - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20010-000"
NHoCSul,-22.88511865479756,-43.13517163443377,RUA BARÃO DE JACEGUAI - S/N° - - PONTA D'AREIA - NITERÓI - RJ - BRASIL - 24048-900 
NHoTaurus,-22.88511865479756,-43.13517163443377,RUA BARÃO DE JACEGUAI - S/N° - - PONTA D'AREIA - NITERÓI - RJ - BRASIL – 20091-000
NHoFAlteGAranha,-22.88511865479756,-43.13517163443377,RUA BARÃO DE JACEGUAI - S/N° - - PONTA DA ARMAÇÃO - NITERÓI - RJ - BRASIL - 24048-900
CIAARA,-22.8823081,-43.1335685,"Rua Barão de Jaceguaí, Ponta D'areia, Niterói, Rio de Janeiro, Brazil, 24048-900, "
AvPqHoAspMoura,-22.88511865479756,-43.13517163443377,RUA BARÃO DE JACEGUAY - S/N - - PONTA DA ARMAÇÃO - NITERÓI - RJ - BRASIL - 24048-900
NPqHoVitaldeOliveira,-22.88511865479756,-43.13517163443377,RUA BARÃO DE JACEGUAY - S/N - PONTA DA ARMAÇÃO - NITERÓI - RIO DE JANEIRO - RJ - BRASIL - 24048-900
NHoAValle,-22.88511865479756,-43.13517163443377,RUA BARÂO DE JACEGUAY - S/N° - - PONTA DA ARMAÇÃO - NITERÓI - RJ - BRASIL - 24048-900
NOcAntares,-22.88511865479756,-43.13517163443377,RUA BARÃO DE JACEGUAY - S/N° - - PONTA DA ARMAÇÃO - NITERÓI - RJ - BRASIL - 24048-900
AgParintins,-2.6235167614938337,-56.73363354562839,RUA BENJAMIM DA SILVA - 1820 - - CENTRO - PARINTINS - AM - BRASIL – 69151-270
NBFMSeixas,-25.51696259528805,-48.50179358775559,RUA BENJAMIN CONSTANT - 707 - - COSTEIRA - PARANAGUÁ - PR - BRASIL - 83203-190
SSN-8,-25.51696259528805,-48.50179358775559,RUA BENJAMIN CONSTANT - 707 - - COSTEIRA - PARANAGUÁ - PR - BRASIL – 83203-190
EsqdQE-1,-22.82089320326636,-42.09461686445568,RUA COMANDANTE ITURIEL - S/N - BASE AERONAVAL - SÃO PEDRO DA ALDEIA - RIO DE JANEIRO - RJ - BRASIL - 28.944-054
EsqdHA-1,-22.82089320326636,-42.09461686445568,RUA COMANDANTE ITURIEL - S/N° - - FLUMINENSE - SÃO PEDRO DA ALDEIA - RJ - BRASIL - 28940-000
EsqdHI-1,-22.82089320326636,-42.09461686445568,RUA COMANDANTE ITURIEL - S/N° - - FLUMINENSE - SÃO PEDRO DA ALDEIA - RJ - BRASIL - 28940-000
EsqdHU-1,-22.82089320326636,-42.09461686445568,RUA COMANDANTE ITURIEL - S/N° - - FLUMINENSE - SÃO PEDRO DA ALDEIA - RJ - BRASIL - 28940-000
