ano_mes,uasg,codigo_etapa,quantidade
2019-01-01,71000,414,643.0
2019-01-01,71000,417,21.0
2019-01-01,71100,101,2188.0
2019-01-01,71100,103,1849.0
2019-01-01,71100,105,349.0
2019-01-01,71100,414,497.0
2019-01-01,71100,417,96.0
2019-01-01,71210,101,819.0
2019-01-01,71210,103,2298.0
2019-01-01,71210,105,207.0
2019-01-01,71210,414,147.0
2019-01-01,80000,101,7162.0
2019-01-01,80000,103,2742.0
2019-01-01,80000,105,21.0
2019-01-01,80000,414,760.0
2019-01-01,81000,101,9644.0
2019-01-01,81000,103,18846.0
2019-01-01,81000,105,1196.0
2019-01-01,81000,414,902.0
2019-01-01,81146,101,120.0
2019-01-01,81146,103,174.0
2019-01-01,81147,101,502.0
2019-01-01,81147,103,719.0
2019-01-01,81148,101,377.0
2019-01-01,81148,102,191.0
2019-01-01,81148,103,526.0
2019-01-01,81148,104,246.0
2019-01-01,81200,101,4007.0
2019-01-01,81200,103,19537.0
2019-01-01,81310,101,2436.0
2019-01-01,81310,103,1372.0
2019-01-01,81310,105,242.0
2019-01-01,81310,107,44.0
2019-01-01,81310,414,616.0
2019-01-01,81401,101,1142.0
2019-01-01,81401,103,1309.0
2019-01-01,81402,101,1793.0
2019-01-01,81402,103,2141.0
2019-01-01,81402,105,115.0
2019-01-01,81402,414,69.0
2019-01-01,81600,101,4729.0
2019-01-01,81600,103,9250.0
2019-01-01,81600,105,506.0
2019-01-01,81600,414,496.0
2019-01-01,82000,101,4871.0
2019-01-01,82000,103,5841.0
2019-01-01,82000,105,414.0
2019-01-01,82000,414,593.0
2019-01-01,82019,101,842.0
2019-01-01,82019,102,696.0
2019-01-01,82019,103,471.0
2019-01-01,82019,104,345.0
2019-01-01,82024,101,577.0
2019-01-01,82024,102,98.0
2019-01-01,82024,103,288.0
2019-01-01,82024,104,91.0
2019-01-01,82025,101,593.0
2019-01-01,82025,102,140.0
2019-01-01,82025,103,289.0
2019-01-01,82025,104,69.0
2019-01-01,82115,101,535.0
2019-01-01,82115,103,631.0
2019-01-01,82117,101,434.0
2019-01-01,82117,103,465.0
2019-01-01,82118,101,748.0
2019-01-01,82118,103,619.0
2019-01-01,82200,101,2565.0
2019-01-01,82200,103,5767.0
2019-01-01,82200,105,42.0
2019-01-01,82512,101,578.0
2019-01-01,82512,102,147.0
2019-01-01,82512,103,246.0
2019-01-01,82512,104,144.0
2019-01-01,82700,101,6642.0
2019-01-01,82700,103,5913.0
2019-01-01,82700,105,775.0
2019-01-01,82700,107,62.0
2019-01-01,82700,414,391.0
2019-01-01,83000,101,3573.0
2019-01-01,83000,103,3671.0
2019-01-01,83000,105,38.0
2019-01-01,83000,414,606.0
2019-01-01,83123,101,1012.0
2019-01-01,83123,103,387.0
2019-01-01,83140,101,584.0
2019-01-01,83140,102,76.0
2019-01-01,83140,103,231.0
2019-01-01,83140,104,32.0
2019-01-01,83142,101,83.0
2019-01-01,83142,102,469.0
2019-01-01,83142,104,274.0
2019-01-01,83143,101,553.0
2019-01-01,83143,103,442.0
2019-01-01,83200,101,1088.0
2019-01-01,83200,103,2624.0
2019-01-01,83200,414,46.0
2019-01-01,83320,101,1251.0
2019-01-01,83320,103,1364.0
2019-01-01,83320,105,54.0
2019-01-01,83320,414,472.0
2019-01-01,83340,101,1336.0
2019-01-01,83340,102,62.0
2019-01-01,83340,103,2042.0
2019-01-01,83340,104,145.0
2019-01-01,83340,105,105.0
2019-01-01,83340,414,536.0
2019-01-01,83350,101,678.0
2019-01-01,83350,103,1302.0
2019-01-01,83350,105,42.0
2019-01-01,83350,107,42.0
2019-01-01,83350,414,328.0
2019-01-01,83401,101,1926.0
2019-01-01,83401,103,1852.0
2019-01-01,83401,414,161.0
2019-01-01,83511,101,54.0
2019-01-01,83511,102,411.0
2019-01-01,83511,104,411.0
2019-01-01,83601,101,5401.0
2019-01-01,83601,103,2638.0
2019-01-01,83601,105,218.0
2019-01-01,83601,414,484.0
2019-01-01,83602,101,3462.0
2019-01-01,83602,103,9167.0
2019-01-01,83602,105,399.0
2019-01-01,83602,414,441.0
2019-01-01,83701,101,6258.0
2019-01-01,83701,103,4843.0
2019-01-01,83701,105,161.0
2019-01-01,83701,414,636.0
2019-01-01,83701,417,299.0
2019-01-01,83702,101,4275.0
2019-01-01,83702,103,2999.0
2019-01-01,83702,105,196.0
2019-01-01,83702,414,322.0
2019-01-01,83702,415,70.0
2019-01-01,83800,101,7117.0
2019-01-01,83800,103,8602.0
2019-01-01,83800,105,852.0
2019-01-01,83800,413,21.0
2019-01-01,83800,414,662.0
2019-01-01,84000,101,4071.0
2019-01-01,84000,103,3637.0
2019-01-01,84000,105,402.0
2019-01-01,84000,414,407.0
2019-01-01,84115,101,263.0
2019-01-01,84115,102,8.0
2019-01-01,84115,103,316.0
2019-01-01,84115,104,9.0
2019-01-01,84122,101,476.0
2019-01-01,84122,102,285.0
2019-01-01,84122,103,355.0
2019-01-01,84122,104,230.0
2019-01-01,84124,101,895.0
2019-01-01,84124,102,529.0
2019-01-01,84124,103,702.0
2019-01-01,84124,104,379.0
2019-01-01,84310,101,1112.0
2019-01-01,84310,103,1477.0
2019-01-01,84310,105,294.0
2019-01-01,84310,414,406.0
2019-01-01,84400,101,1350.0
2019-01-01,84400,103,2279.0
2019-01-01,84400,414,46.0
2019-01-01,84513,101,969.0
2019-01-01,84513,103,705.0
2019-01-01,84514,101,496.0
2019-01-01,84514,103,524.0
2019-01-01,84700,101,5785.0
2019-01-01,84700,103,3493.0
2019-01-01,84700,105,321.0
2019-01-01,84700,201,26.0
2019-01-01,84700,203,28.0
2019-01-01,84700,414,399.0
2019-01-01,84900,101,15859.0
2019-01-01,84900,103,3586.0
2019-01-01,84900,105,2006.0
2019-01-01,84900,414,481.0
2019-01-01,85000,101,4797.0
2019-01-01,85000,103,2984.0
2019-01-01,85000,105,106.0
2019-01-01,85000,414,529.0
2019-01-01,85200,101,3216.0
2019-01-01,85200,103,8454.0
2019-01-01,85340,101,776.0
2019-01-01,85340,103,1233.0
2019-01-01,85340,105,5.0
2019-01-01,85340,414,499.0
2019-01-01,85342,101,504.0
2019-01-01,85342,103,742.0
2019-01-01,85342,105,7.0
2019-01-01,85342,414,161.0
2019-01-01,85344,101,761.0
2019-01-01,85344,103,1263.0
2019-01-01,85344,105,92.0
2019-01-01,85344,414,303.0
2019-01-01,85400,101,1266.0
2019-01-01,85400,103,1121.0
2019-01-01,85400,414,36.0
2019-01-01,85511,101,283.0
2019-01-01,85511,102,97.0
2019-01-01,85511,103,311.0
2019-01-01,85511,104,105.0
2019-01-01,85600,101,4766.0
2019-01-01,85600,103,2284.0
2019-01-01,85600,105,342.0
2019-01-01,85600,414,735.0
2019-01-01,86800,101,2401.0
2019-01-01,86800,103,3233.0
2019-01-01,86800,105,198.0
2019-01-01,86800,413,21.0
2019-01-01,86800,414,265.0
2019-01-01,87310,101,987.0
2019-01-01,87310,103,1183.0
2019-01-01,87400,101,1259.0
2019-01-01,87400,103,859.0
2019-01-01,87700,101,8092.0
2019-01-01,87700,103,2051.0
2019-01-01,87700,105,359.0
2019-01-01,87700,107,42.0
2019-01-01,87700,414,527.0
2019-01-01,87700,417,147.0
2019-01-01,87900,101,3098.0
2019-01-01,87900,103,8172.0
2019-01-01,88000,101,4106.0
2019-01-01,88000,103,3484.0
2019-01-01,88000,105,46.0
2019-01-01,88000,414,414.0
2019-01-01,88133,101,215.0
2019-01-01,88133,102,1200.0
2019-01-01,88133,103,170.0
2019-01-01,88133,104,699.0
2019-01-01,88200,101,6352.0
2019-01-01,88200,103,11422.0
2019-01-01,88511,101,500.0
2019-01-01,88511,103,660.0
2019-01-01,89000,101,3838.0
2019-01-01,89000,103,2879.0
2019-01-01,89000,105,48.0
2019-01-01,89000,414,445.0
2019-01-01,89144,101,397.0
2019-01-01,89144,103,429.0
2019-01-01,89145,101,359.0
2019-01-01,89145,102,9.0
2019-01-01,89145,103,623.0
2019-01-01,89145,104,17.0
2019-01-01,89300,101,1601.0
2019-01-01,89300,103,1499.0
2019-01-01,89300,105,22.0
2019-01-01,89330,101,942.0
2019-01-01,89330,103,886.0
2019-01-01,89330,105,132.0
2019-01-01,89330,414,469.0
2019-01-01,91530,101,805.0
2019-01-01,91530,103,414.0
2019-01-01,91613,101,1925.0
2019-01-01,91613,102,442.0
2019-01-01,91613,103,4300.0
2019-01-01,91613,104,855.0
2019-01-01,91619,101,1321.0
2019-01-01,91619,102,1068.0
2019-01-01,91619,103,1463.0
2019-01-01,91619,104,938.0
2019-01-01,91624,101,2196.0
2019-01-01,91624,102,1505.0
2019-01-01,91624,103,2910.0
2019-01-01,91624,104,1917.0
2019-01-01,91665,101,1760.0
2019-01-01,91665,103,2935.0
2019-01-01,91665,105,4.0
2019-01-01,91901,101,8212.0
2019-01-01,91901,103,3427.0
2019-01-01,91901,414,527.0
2019-01-01,95180,101,6076.0
2019-01-01,95180,103,4613.0
2019-01-01,95180,105,4.0
2019-01-01,95380,101,2869.0
2019-01-01,95380,103,4175.0
2019-01-01,95400,101,9414.0
2019-01-01,95400,103,4093.0
2019-01-01,95500,101,5397.0
2019-01-01,95500,103,4374.0
2019-01-01,95500,414,230.0
2019-02-01,10100,101,1168.0
2019-02-01,10100,103,488.0
2019-02-01,10100,105,520.0
2019-02-01,10100,414,499.0
2019-02-01,11000,101,3264.0
2019-02-01,11000,103,1257.0
2019-02-01,11000,105,178.0
2019-02-01,11000,414,54.0
2019-02-01,11001,101,1396.0
2019-02-01,11001,103,685.0
2019-02-01,21000,101,10850.0
2019-02-01,21000,103,2180.0
2019-02-01,21000,105,320.0
2019-02-01,21000,414,1680.0
2019-02-01,21000,417,300.0
2019-02-01,31050,101,8848.0
2019-02-01,31050,103,5500.0
2019-02-01,32100,101,19939.0
2019-02-01,32100,103,22811.0
2019-02-01,32100,105,112.0
2019-02-01,32100,414,560.0
2019-02-01,32200,101,5541.0
2019-02-01,32200,103,2717.0
2019-02-01,32200,105,210.0
2019-02-01,32200,414,284.0
2019-02-01,32400,101,12301.0
2019-02-01,32400,103,3556.0
2019-02-01,32400,105,100.0
2019-02-01,32400,413,20.0
2019-02-01,32400,414,991.0
2019-02-01,33100,101,5571.0
2019-02-01,33100,103,3374.0
2019-02-01,33100,105,296.0
2019-02-01,33100,413,20.0
2019-02-01,33100,414,280.0
2019-02-01,44030,101,2652.0
2019-02-01,44030,103,2646.0
2019-02-01,44030,105,555.0
2019-02-01,44030,414,154.0
2019-02-01,51209,101,703.0
2019-02-01,51209,103,795.0
2019-02-01,51210,101,371.0
2019-02-01,51210,102,1108.0
2019-02-01,51210,103,395.0
2019-02-01,51210,104,1176.0
2019-02-01,51212,101,2852.0
2019-02-01,51212,103,2894.0
2019-02-01,51212,105,1189.0
2019-02-01,51212,414,338.0
2019-02-01,51214,101,572.0
2019-02-01,51214,102,32.0
2019-02-01,51214,103,806.0
2019-02-01,51214,104,52.0
2019-02-01,52000,101,2041.0
2019-02-01,52000,103,1438.0
2019-02-01,52000,105,1080.0
2019-02-01,52000,414,1965.0
2019-02-01,52100,101,16582.0
2019-02-01,52100,103,2577.0
2019-02-01,52100,105,2823.0
2019-02-01,52100,413,28.0
2019-02-01,52100,414,1988.0
2019-02-01,53000,101,2530.0
2019-02-01,53000,103,1459.0
2019-02-01,53000,105,1152.0
2019-02-01,53000,405,1184.0
2019-02-01,53000,414,923.0
2019-02-01,60000,101,2135.0
2019-02-01,60000,103,634.0
2019-02-01,60000,105,11.0
2019-02-01,60000,414,200.0
2019-02-01,62000,101,2403.0
2019-02-01,62000,103,793.0
2019-02-01,62000,105,53.0
2019-02-01,62000,414,288.0
2019-02-01,62200,101,20159.0
2019-02-01,62200,103,7167.0
2019-02-01,62200,105,336.0
2019-02-01,62200,414,1540.0
2019-02-01,62300,101,22653.0
2019-02-01,62300,103,5443.0
2019-02-01,62300,105,556.0
2019-02-01,62300,107,60.0
2019-02-01,62300,414,460.0
2019-02-01,62300,415,205.0
2019-02-01,62400,101,39978.0
2019-02-01,62400,103,14665.0
2019-02-01,62400,105,1696.0
2019-02-01,62400,414,66.0
2019-02-01,62400,417,40.0
2019-02-01,62500,101,1811.0
2019-02-01,62500,103,1000.0
2019-02-01,62500,105,90.0
2019-02-01,62500,414,175.0
2019-02-01,62500,417,76.0
2019-02-01,62600,101,16945.0
2019-02-01,62600,103,108153.0
2019-02-01,62600,105,496.0
2019-02-01,62600,413,28.0
2019-02-01,62600,414,3620.0
2019-02-01,64000,101,6245.0
2019-02-01,64000,103,1616.0
2019-02-01,64000,105,158.0
2019-02-01,64000,414,844.0
2019-02-01,65701,101,3210.0
2019-02-01,65701,103,1701.0
2019-02-01,65701,105,547.0
2019-02-01,65701,413,19.0
2019-02-01,65701,414,196.0
2019-02-01,65704,101,6839.0
2019-02-01,65704,103,1910.0
2019-02-01,65704,105,447.0
2019-02-01,65704,405,20.0
2019-02-01,65704,407,121.0
2019-02-01,65704,414,735.0
2019-02-01,65706,101,2622.0
2019-02-01,65706,103,2858.0
2019-02-01,65706,105,222.0
2019-02-01,65706,414,316.0
2019-02-01,65720,101,47518.0
2019-02-01,65720,103,21433.0
2019-02-01,65720,105,6051.0
2019-02-01,65720,201,372.0
2019-02-01,65720,203,484.0
2019-02-01,65720,413,40.0
2019-02-01,65720,414,2908.0
2019-02-01,65720,417,120.0
2019-02-01,65741,101,1760.0
2019-02-01,65741,103,1676.0
2019-02-01,65741,105,569.0
2019-02-01,65741,405,160.0
2019-02-01,65741,413,6.0
2019-02-01,65741,414,15.0
2019-02-01,67200,101,1030.0
2019-02-01,67200,103,938.0
2019-02-01,67200,105,60.0
2019-02-01,67200,414,240.0
2019-02-01,67200,417,60.0
2019-02-01,71000,101,3275.0
2019-02-01,71000,103,1265.0
2019-02-01,71000,105,415.0
2019-02-01,71000,413,20.0
2019-02-01,71000,414,606.0
2019-02-01,71000,417,20.0
2019-02-01,71100,101,1800.0
2019-02-01,71100,103,1441.0
2019-02-01,71100,105,671.0
2019-02-01,71100,414,462.0
2019-02-01,71100,417,115.0
2019-02-01,71210,101,830.0
2019-02-01,71210,103,2119.0
2019-02-01,71210,105,180.0
2019-02-01,71210,414,160.0
2019-02-01,80000,101,6045.0
2019-02-01,80000,103,2382.0
2019-02-01,80000,105,19.0
2019-02-01,80000,414,722.0
2019-02-01,81000,101,7363.0
2019-02-01,81000,103,17376.0
2019-02-01,81000,105,1040.0
2019-02-01,81000,414,1400.0
2019-02-01,81146,101,110.0
2019-02-01,81146,103,139.0
2019-02-01,81147,101,527.0
2019-02-01,81147,103,654.0
2019-02-01,81148,101,381.0
2019-02-01,81148,102,44.0
2019-02-01,81148,103,547.0
2019-02-01,81148,104,69.0
2019-02-01,81200,101,3459.0
2019-02-01,81200,103,18897.0
2019-02-01,81310,101,2176.0
2019-02-01,81310,103,1292.0
2019-02-01,81310,105,220.0
2019-02-01,81310,107,40.0
2019-02-01,81310,414,560.0
2019-02-01,81401,101,1055.0
2019-02-01,81401,103,1104.0
2019-02-01,81402,101,1540.0
2019-02-01,81402,103,2027.0
2019-02-01,81402,105,100.0
2019-02-01,81402,414,60.0
2019-02-01,81600,101,4253.0
2019-02-01,81600,103,7348.0
2019-02-01,81600,105,440.0
2019-02-01,81600,414,440.0
2019-02-01,82000,101,4558.0
2019-02-01,82000,103,4953.0
2019-02-01,82000,105,396.0
2019-02-01,82000,414,163.0
2019-02-01,82019,101,860.0
2019-02-01,82019,102,408.0
2019-02-01,82019,103,431.0
2019-02-01,82019,104,226.0
2019-02-01,82024,101,419.0
2019-02-01,82024,102,85.0
2019-02-01,82024,103,259.0
2019-02-01,82024,104,55.0
2019-02-01,82025,101,406.0
2019-02-01,82025,102,184.0
2019-02-01,82025,103,241.0
2019-02-01,82025,104,98.0
2019-02-01,82115,101,510.0
2019-02-01,82115,103,510.0
2019-02-01,82117,101,452.0
2019-02-01,82117,103,466.0
2019-02-01,82118,101,691.0
2019-02-01,82118,103,554.0
2019-02-01,82200,101,2274.0
2019-02-01,82200,103,5322.0
2019-02-01,82200,105,38.0
2019-02-01,82512,101,653.0
2019-02-01,82512,102,32.0
2019-02-01,82512,103,283.0
2019-02-01,82512,104,32.0
2019-02-01,82700,101,5890.0
2019-02-01,82700,103,5239.0
2019-02-01,82700,105,698.0
2019-02-01,82700,107,56.0
2019-02-01,82700,414,340.0
2019-02-01,83000,101,3105.0
2019-02-01,83000,103,3284.0
2019-02-01,83000,105,36.0
2019-02-01,83000,414,529.0
2019-02-01,83123,101,868.0
2019-02-01,83123,103,399.0
2019-02-01,83140,101,536.0
2019-02-01,83140,102,169.0
2019-02-01,83140,103,209.0
2019-02-01,83140,104,70.0
2019-02-01,83142,101,53.0
2019-02-01,83142,102,501.0
2019-02-01,83142,104,324.0
2019-02-01,83143,101,742.0
2019-02-01,83143,103,422.0
2019-02-01,83200,101,2857.0
2019-02-01,83200,103,4570.0
2019-02-01,83200,414,40.0
2019-02-01,83320,101,1068.0
2019-02-01,83320,103,1248.0
2019-02-01,83320,105,95.0
2019-02-01,83320,414,438.0
2019-02-01,83340,101,1216.0
2019-02-01,83340,102,56.0
2019-02-01,83340,103,1921.0
2019-02-01,83340,104,127.0
2019-02-01,83340,105,95.0
2019-02-01,83340,414,456.0
2019-02-01,83350,101,632.0
2019-02-01,83350,103,1157.0
2019-02-01,83350,105,31.0
2019-02-01,83350,107,38.0
2019-02-01,83350,414,300.0
2019-02-01,83401,101,1590.0
2019-02-01,83401,103,1656.0
2019-02-01,83401,414,140.0
2019-02-01,83511,101,28.0
2019-02-01,83511,102,420.0
2019-02-01,83511,103,7.0
2019-02-01,83511,104,356.0
2019-02-01,83601,101,4920.0
2019-02-01,83601,103,6638.0
2019-02-01,83601,105,367.0
2019-02-01,83601,414,440.0
2019-02-01,83602,101,3059.0
2019-02-01,83602,103,9359.0
2019-02-01,83602,105,380.0
2019-02-01,83602,414,412.0
2019-02-01,83701,101,5854.0
2019-02-01,83701,103,4259.0
2019-02-01,83701,105,140.0
2019-02-01,83701,414,560.0
2019-02-01,83701,417,156.0
2019-02-01,83702,101,3527.0
2019-02-01,83702,103,2745.0
2019-02-01,83702,105,327.0
2019-02-01,83702,414,261.0
2019-02-01,83702,415,100.0
2019-02-01,83800,101,4592.0
2019-02-01,83800,103,7162.0
2019-02-01,83800,105,1149.0
2019-02-01,83800,413,20.0
2019-02-01,83800,414,742.0
2019-02-01,84000,101,3332.0
2019-02-01,84000,103,3069.0
2019-02-01,84000,105,456.0
2019-02-01,84000,414,327.0
2019-02-01,84115,101,173.0
2019-02-01,84115,102,101.0
2019-02-01,84115,103,154.0
2019-02-01,84115,104,93.0
2019-02-01,84122,101,570.0
2019-02-01,84122,102,11.0
2019-02-01,84122,103,427.0
2019-02-01,84122,104,8.0
2019-02-01,84124,101,865.0
2019-02-01,84124,102,364.0
2019-02-01,84124,103,614.0
2019-02-01,84124,104,248.0
2019-02-01,84310,101,894.0
2019-02-01,84310,103,1238.0
2019-02-01,84310,105,266.0
2019-02-01,84310,414,329.0
2019-02-01,84400,101,1129.0
2019-02-01,84400,103,2166.0
2019-02-01,84400,414,35.0
2019-02-01,84513,101,728.0
2019-02-01,84513,103,890.0
2019-02-01,84514,101,392.0
2019-02-01,84514,103,464.0
2019-02-01,84700,101,5028.0
2019-02-01,84700,103,3153.0
2019-02-01,84700,105,483.0
2019-02-01,84700,201,33.0
2019-02-01,84700,203,2.0
2019-02-01,84700,414,361.0
2019-02-01,84900,101,14104.0
2019-02-01,84900,103,3775.0
2019-02-01,84900,105,3282.0
2019-02-01,84900,414,420.0
2019-02-01,85000,101,4628.0
2019-02-01,85000,103,2494.0
2019-02-01,85000,104,25.0
2019-02-01,85000,105,186.0
2019-02-01,85000,414,23.0
2019-02-01,85200,101,3111.0
2019-02-01,85200,103,8555.0
2019-02-01,85340,101,726.0
2019-02-01,85340,103,1034.0
2019-02-01,85340,105,22.0
2019-02-01,85340,414,475.0
2019-02-01,85342,101,482.0
2019-02-01,85342,103,632.0
2019-02-01,85342,105,32.0
2019-02-01,85342,414,113.0
2019-02-01,85344,101,669.0
2019-02-01,85344,103,1173.0
2019-02-01,85344,105,75.0
2019-02-01,85344,414,264.0
2019-02-01,85400,101,918.0
2019-02-01,85400,103,783.0
2019-02-01,85400,414,80.0
2019-02-01,85511,101,194.0
2019-02-01,85511,102,194.0
2019-02-01,85511,103,192.0
2019-02-01,85511,104,241.0
2019-02-01,85600,101,3864.0
2019-02-01,85600,103,2044.0
2019-02-01,85600,105,345.0
2019-02-01,85600,414,700.0
2019-02-01,86800,101,2113.0
2019-02-01,86800,103,3319.0
2019-02-01,86800,105,370.0
2019-02-01,86800,413,19.0
2019-02-01,86800,414,230.0
2019-02-01,87310,101,849.0
2019-02-01,87310,103,1125.0
2019-02-01,87400,101,1412.0
2019-02-01,87400,103,870.0
2019-02-01,87700,101,6855.0
2019-02-01,87700,103,2072.0
2019-02-01,87700,105,393.0
2019-02-01,87700,107,30.0
2019-02-01,87700,414,476.0
2019-02-01,87700,417,16.0
2019-02-01,87900,101,2908.0
2019-02-01,87900,103,4902.0
2019-02-01,88000,101,2524.0
2019-02-01,88000,103,2580.0
2019-02-01,88000,105,40.0
2019-02-01,88000,414,360.0
2019-02-01,88133,102,1396.0
2019-02-01,88133,103,28.0
2019-02-01,88133,104,781.0
2019-02-01,88200,101,5601.0
2019-02-01,88200,103,9249.0
2019-02-01,88511,101,368.0
2019-02-01,88511,102,36.0
2019-02-01,88511,103,486.0
2019-02-01,88511,104,48.0
2019-02-01,89000,101,3550.0
2019-02-01,89000,103,2753.0
2019-02-01,89000,105,20.0
2019-02-01,89000,414,313.0
2019-02-01,89144,101,383.0
2019-02-01,89144,103,398.0
2019-02-01,89145,101,369.0
2019-02-01,89145,102,24.0
2019-02-01,89145,103,477.0
2019-02-01,89145,104,28.0
2019-02-01,89300,101,1437.0
2019-02-01,89300,103,1265.0
2019-02-01,89300,105,19.0
2019-02-01,89330,101,859.0
2019-02-01,89330,103,759.0
2019-02-01,89330,105,120.0
2019-02-01,89330,414,283.0
2019-02-01,89331,101,168.0
2019-02-01,89331,103,496.0
2019-02-01,91530,101,848.0
2019-02-01,91530,103,302.0
2019-02-01,91613,101,1349.0
2019-02-01,91613,102,1065.0
2019-02-01,91613,103,2690.0
2019-02-01,91613,104,1752.0
2019-02-01,91619,101,1605.0
2019-02-01,91619,102,325.0
2019-02-01,91619,103,2046.0
2019-02-01,91619,104,373.0
2019-02-01,91624,101,3092.0
2019-02-01,91624,103,4047.0
2019-02-01,91665,101,1589.0
2019-02-01,91665,103,2948.0
2019-02-01,91901,101,6894.0
2019-02-01,91901,103,2606.0
2019-02-01,91901,414,359.0
2019-02-01,95180,101,9358.0
2019-02-01,95180,103,8835.0
2019-02-01,95180,105,20.0
2019-02-01,95380,101,2462.0
2019-02-01,95380,103,3541.0
2019-02-01,95380,104,569.0
2019-02-01,95400,101,4828.0
2019-02-01,95400,103,2921.0
2019-02-01,95500,101,4701.0
2019-02-01,95500,103,4213.0
2019-02-01,95500,414,200.0
2019-03-01,10100,101,1192.0
2019-03-01,10100,103,529.0
