ano_mes,uasg,codigo_etapa,quantidade
2019-08-01,11001,103,1176.0
2019-08-01,21000,101,8944.0
2019-08-01,21000,103,2487.0
2019-08-01,21000,105,300.0
2019-08-01,21000,414,1675.0
2019-08-01,21000,417,360.0
2019-08-01,31050,101,13984.0
2019-08-01,31050,103,6352.0
2019-08-01,32100,101,19720.0
2019-08-01,32100,103,29332.0
2019-08-01,32100,105,80.0
2019-08-01,32100,414,660.0
2019-08-01,32200,101,5802.0
2019-08-01,32200,103,3693.0
2019-08-01,32200,105,200.0
2019-08-01,32200,414,360.0
2019-08-01,32400,101,13666.0
2019-08-01,32400,103,5675.0
2019-08-01,32400,105,66.0
2019-08-01,32400,413,22.0
2019-08-01,32400,414,1168.0
2019-08-01,33100,101,6604.0
2019-08-01,33100,103,4979.0
2019-08-01,33100,105,264.0
2019-08-01,33100,413,22.0
2019-08-01,33100,414,352.0
2019-08-01,44030,101,3634.0
2019-08-01,44030,103,3860.0
2019-08-01,44030,105,507.0
2019-08-01,44030,414,179.0
2019-08-01,51209,101,695.0
2019-08-01,51209,103,702.0
2019-08-01,51210,101,1200.0
2019-08-01,51210,103,1392.0
2019-08-01,51212,101,4926.0
2019-08-01,51212,103,4198.0
2019-08-01,51212,105,1323.0
2019-08-01,51212,414,415.0
2019-08-01,51214,101,426.0
2019-08-01,51214,102,146.0
2019-08-01,51214,103,604.0
2019-08-01,51214,104,240.0
2019-08-01,52000,101,1985.0
2019-08-01,52000,103,1809.0
2019-08-01,52000,105,669.0
2019-08-01,52000,413,11.0
2019-08-01,52000,414,1158.0
2019-08-01,52100,101,17679.0
2019-08-01,52100,103,3322.0
2019-08-01,52100,105,2055.0
2019-08-01,52100,414,1623.0
2019-08-01,53000,101,3962.0
2019-08-01,53000,103,1604.0
2019-08-01,53000,105,1345.0
2019-08-01,53000,414,950.0
2019-08-01,60000,101,2872.0
2019-08-01,60000,103,739.0
2019-08-01,60000,105,22.0
2019-08-01,60000,414,220.0
2019-08-01,62000,101,3475.0
2019-08-01,62000,103,1170.0
2019-08-01,62000,105,104.0
2019-08-01,62000,414,329.0
2019-08-01,62200,101,21121.0
2019-08-01,62200,103,7271.0
2019-08-01,62200,105,314.0
2019-08-01,62200,414,1191.0
2019-08-01,62300,101,24549.0
2019-08-01,62300,103,6499.0
2019-08-01,62300,105,558.0
2019-08-01,62300,107,66.0
2019-08-01,62300,414,467.0
2019-08-01,62300,415,170.0
2019-08-01,62400,101,39486.0
2019-08-01,62400,103,11451.0
2019-08-01,62400,105,2890.0
2019-08-01,62500,101,3940.0
2019-08-01,62500,103,2487.0
2019-08-01,62500,105,108.0
2019-08-01,62500,414,227.0
2019-08-01,62500,417,47.0
2019-08-01,62600,101,16936.0
2019-08-01,62600,103,100898.0
2019-08-01,62600,105,713.0
2019-08-01,62600,413,22.0
2019-08-01,62600,414,5195.0
2019-08-01,64000,101,10299.0
2019-08-01,64000,103,2276.0
2019-08-01,64000,105,179.0
2019-08-01,64000,414,1015.0
2019-08-01,65701,101,1819.0
2019-08-01,65701,103,1274.0
2019-08-01,65701,105,593.0
2019-08-01,65701,413,20.0
2019-08-01,65701,414,230.0
2019-08-01,65704,101,6405.0
2019-08-01,65704,103,2663.0
2019-08-01,65704,105,583.0
2019-08-01,65704,405,11.0
2019-08-01,65704,407,141.0
2019-08-01,65704,414,757.0
2019-08-01,65706,101,2961.0
2019-08-01,65706,103,2556.0
2019-08-01,65706,105,253.0
2019-08-01,65706,414,316.0
2019-08-01,65720,101,47888.0
2019-08-01,65720,103,18014.0
2019-08-01,65720,105,5469.0
2019-08-01,65720,201,626.0
2019-08-01,65720,203,407.0
2019-08-01,65720,413,22.0
2019-08-01,65720,414,3410.0
2019-08-01,65720,417,220.0
2019-08-01,65741,101,2157.0
2019-08-01,65741,103,2419.0
2019-08-01,65741,105,726.0
2019-08-01,65741,405,44.0
2019-08-01,65741,413,21.0
2019-08-01,65741,414,424.0
2019-08-01,67200,101,1262.0
2019-08-01,67200,103,1146.0
2019-08-01,67200,105,66.0
2019-08-01,67200,414,315.0
2019-08-01,67200,417,42.0
2019-08-01,71000,101,5042.0
2019-08-01,71000,103,1882.0
2019-08-01,71000,105,372.0
2019-08-01,71000,413,21.0
2019-08-01,71000,414,583.0
2019-08-01,71000,417,63.0
2019-08-01,71100,101,3465.0
2019-08-01,71100,103,2167.0
2019-08-01,71100,105,720.0
2019-08-01,71100,414,464.0
2019-08-01,71100,417,72.0
2019-08-01,71210,101,1561.0
2019-08-01,71210,103,2938.0
2019-08-01,71210,105,198.0
2019-08-01,71210,414,176.0
2019-08-01,80000,101,8562.0
2019-08-01,80000,103,2879.0
2019-08-01,80000,105,21.0
2019-08-01,80000,414,721.0
2019-08-01,81000,101,15595.0
2019-08-01,81000,103,15631.0
2019-08-01,81000,105,2008.0
2019-08-01,81000,414,838.0
2019-08-01,81146,101,276.0
2019-08-01,81146,103,324.0
2019-08-01,81147,101,641.0
2019-08-01,81147,103,776.0
2019-08-01,81148,101,314.0
2019-08-01,81148,102,120.0
2019-08-01,81148,103,438.0
2019-08-01,81148,104,223.0
2019-08-01,81200,101,5717.0
2019-08-01,81200,103,23479.0
2019-08-01,81310,101,2861.0
2019-08-01,81310,103,1470.0
2019-08-01,81310,105,210.0
2019-08-01,81310,107,42.0
2019-08-01,81310,414,567.0
2019-08-01,81401,101,1613.0
2019-08-01,81401,103,1521.0
2019-08-01,81402,101,2160.0
2019-08-01,81402,103,2199.0
2019-08-01,81402,105,64.0
2019-08-01,81402,414,37.0
2019-08-01,81600,101,5256.0
2019-08-01,81600,103,6928.0
2019-08-01,81600,105,387.0
2019-08-01,81600,414,402.0
2019-08-01,82000,101,6714.0
2019-08-01,82000,103,5443.0
2019-08-01,82000,105,378.0
2019-08-01,82000,414,588.0
2019-08-01,82019,101,936.0
2019-08-01,82019,102,396.0
2019-08-01,82019,103,569.0
2019-08-01,82019,104,286.0
2019-08-01,82024,101,519.0
2019-08-01,82024,103,327.0
2019-08-01,82025,101,686.0
2019-08-01,82025,102,136.0
2019-08-01,82025,103,344.0
2019-08-01,82025,104,78.0
2019-08-01,82115,101,610.0
2019-08-01,82115,102,31.0
2019-08-01,82115,103,512.0
2019-08-01,82117,101,574.0
2019-08-01,82117,103,584.0
2019-08-01,82118,101,470.0
2019-08-01,82118,103,589.0
2019-08-01,82200,101,3850.0
2019-08-01,82200,103,7004.0
2019-08-01,82200,105,62.0
2019-08-01,82512,101,771.0
2019-08-01,82512,103,372.0
2019-08-01,82700,101,6646.0
2019-08-01,82700,103,4363.0
2019-08-01,82700,105,470.0
2019-08-01,82700,107,44.0
2019-08-01,82700,414,358.0
2019-08-01,83000,101,4900.0
2019-08-01,83000,103,3461.0
2019-08-01,83000,105,36.0
2019-08-01,83000,414,495.0
2019-08-01,83123,101,1560.0
2019-08-01,83123,103,771.0
2019-08-01,83140,101,469.0
2019-08-01,83140,102,91.0
2019-08-01,83140,103,209.0
2019-08-01,83140,104,54.0
2019-08-01,83142,101,323.0
2019-08-01,83142,102,227.0
2019-08-01,83142,103,197.0
2019-08-01,83142,104,137.0
2019-08-01,83143,101,611.0
2019-08-01,83143,103,332.0
2019-08-01,83200,101,6814.0
2019-08-01,83200,103,9003.0
2019-08-01,83320,101,1647.0
2019-08-01,83320,103,1243.0
2019-08-01,83320,105,79.0
2019-08-01,83320,414,355.0
2019-08-01,83340,101,1598.0
2019-08-01,83340,102,62.0
2019-08-01,83340,103,2006.0
2019-08-01,83340,104,145.0
2019-08-01,83340,105,115.0
2019-08-01,83340,414,621.0
2019-08-01,83350,101,1054.0
2019-08-01,83350,103,1339.0
2019-08-01,83350,105,84.0
2019-08-01,83350,414,321.0
2019-08-01,83401,101,2524.0
2019-08-01,83401,103,1891.0
2019-08-01,83401,414,143.0
2019-08-01,83511,101,169.0
2019-08-01,83511,102,286.0
2019-08-01,83511,103,190.0
2019-08-01,83511,104,344.0
2019-08-01,83601,101,5864.0
2019-08-01,83601,103,12844.0
2019-08-01,83601,105,418.0
2019-08-01,83601,414,493.0
2019-08-01,83602,101,3560.0
2019-08-01,83602,103,9423.0
2019-08-01,83602,105,258.0
2019-08-01,83602,414,239.0
2019-08-01,83602,417,60.0
2019-08-01,83701,101,5993.0
2019-08-01,83701,103,4098.0
2019-08-01,83701,105,85.0
2019-08-01,83701,405,119.0
2019-08-01,83701,414,599.0
2019-08-01,83702,101,4335.0
2019-08-01,83702,103,2548.0
2019-08-01,83702,105,315.0
2019-08-01,83702,414,322.0
2019-08-01,83702,415,87.0
2019-08-01,83800,101,5025.0
2019-08-01,83800,103,12864.0
2019-08-01,83800,105,1250.0
2019-08-01,83800,413,31.0
2019-08-01,83800,414,1195.0
2019-08-01,84000,101,5615.0
2019-08-01,84000,103,3953.0
2019-08-01,84000,105,510.0
2019-08-01,84000,414,387.0
2019-08-01,84115,101,276.0
2019-08-01,84115,103,314.0
2019-08-01,84122,101,309.0
2019-08-01,84122,102,114.0
2019-08-01,84122,103,392.0
2019-08-01,84122,104,182.0
2019-08-01,84124,101,925.0
2019-08-01,84124,102,234.0
2019-08-01,84124,103,688.0
2019-08-01,84124,104,259.0
2019-08-01,84310,101,1413.0
2019-08-01,84310,103,1654.0
2019-08-01,84310,105,308.0
2019-08-01,84310,414,365.0
2019-08-01,84400,101,1601.0
2019-08-01,84400,103,2625.0
2019-08-01,84400,414,62.0
2019-08-01,84513,102,1359.0
2019-08-01,84513,104,950.0
2019-08-01,84514,101,863.0
2019-08-01,84514,103,394.0
2019-08-01,84700,101,4742.0
2019-08-01,84700,103,2903.0
2019-08-01,84700,105,447.0
2019-08-01,84700,201,22.0
2019-08-01,84700,203,12.0
2019-08-01,84700,414,346.0
2019-08-01,84900,101,12989.0
2019-08-01,84900,103,4104.0
2019-08-01,84900,105,3844.0
2019-08-01,84900,414,434.0
2019-08-01,85000,101,5628.0
2019-08-01,85000,103,3650.0
2019-08-01,85000,105,63.0
2019-08-01,85000,107,2377.0
2019-08-01,85000,414,483.0
2019-08-01,85200,101,4249.0
2019-08-01,85200,103,11381.0
2019-08-01,85340,101,1213.0
2019-08-01,85340,103,1218.0
2019-08-01,85340,105,20.0
2019-08-01,85340,414,511.0
2019-08-01,85342,101,811.0
2019-08-01,85342,103,868.0
2019-08-01,85342,105,22.0
2019-08-01,85342,414,132.0
2019-08-01,85344,101,1246.0
2019-08-01,85344,103,1278.0
2019-08-01,85344,105,88.0
2019-08-01,85344,414,379.0
2019-08-01,85400,101,1067.0
2019-08-01,85400,103,1138.0
2019-08-01,85400,414,124.0
2019-08-01,85511,101,20.0
2019-08-01,85511,102,472.0
2019-08-01,85511,104,403.0
2019-08-01,85600,101,4144.0
2019-08-01,85600,103,9097.0
2019-08-01,85600,105,352.0
2019-08-01,85600,414,768.0
2019-08-01,86800,101,3519.0
2019-08-01,86800,103,4179.0
2019-08-01,86800,105,391.0
2019-08-01,86800,413,20.0
2019-08-01,86800,414,228.0
2019-08-01,87310,101,992.0
2019-08-01,87310,103,1103.0
2019-08-01,87400,101,1508.0
2019-08-01,87400,103,1023.0
2019-08-01,87700,101,7442.0
2019-08-01,87700,103,2063.0
2019-08-01,87700,105,298.0
2019-08-01,87700,107,22.0
2019-08-01,87700,414,465.0
2019-08-01,87700,417,273.0
2019-08-01,87900,101,3081.0
2019-08-01,87900,103,8248.0
2019-08-01,87900,414,139.0
2019-08-01,88000,101,5783.0
2019-08-01,88000,103,4136.0
2019-08-01,88000,105,44.0
2019-08-01,88000,414,462.0
2019-08-01,88133,101,298.0
2019-08-01,88133,102,950.0
2019-08-01,88133,103,200.0
2019-08-01,88133,104,491.0
2019-08-01,88200,101,8178.0
2019-08-01,88200,102,445.0
2019-08-01,88200,103,14982.0
2019-08-01,88200,104,1725.0
2019-08-01,88511,101,562.0
2019-08-01,88511,103,544.0
2019-08-01,89000,101,6239.0
2019-08-01,89000,103,5234.0
2019-08-01,89000,105,31.0
2019-08-01,89000,414,328.0
2019-08-01,89144,101,326.0
2019-08-01,89144,103,520.0
2019-08-01,89145,101,312.0
2019-08-01,89145,102,228.0
2019-08-01,89145,103,353.0
2019-08-01,89145,104,307.0
2019-08-01,89300,101,1591.0
2019-08-01,89300,103,2231.0
2019-08-01,89300,105,21.0
2019-08-01,89330,101,1933.0
2019-08-01,89330,103,1200.0
2019-08-01,89330,105,126.0
2019-08-01,89330,414,462.0
2019-08-01,89331,101,186.0
2019-08-01,89331,103,407.0
2019-08-01,91530,101,1137.0
2019-08-01,91530,103,612.0
2019-08-01,91613,101,1616.0
2019-08-01,91613,102,629.0
2019-08-01,91613,103,3213.0
2019-08-01,91613,104,1282.0
2019-08-01,91619,101,1440.0
2019-08-01,91619,102,464.0
2019-08-01,91619,103,1786.0
2019-08-01,91619,104,560.0
2019-08-01,91624,101,2606.0
2019-08-01,91624,103,3800.0
2019-08-01,91665,101,1357.0
2019-08-01,91665,103,2209.0
2019-08-01,91901,101,9713.0
2019-08-01,91901,103,8406.0
2019-08-01,91901,414,607.0
2019-08-01,95180,101,8494.0
2019-08-01,95180,102,90.0
2019-08-01,95180,103,10095.0
2019-08-01,95180,104,365.0
2019-08-01,95180,105,22.0
2019-08-01,95380,101,3616.0
2019-08-01,95380,103,6203.0
2019-08-01,95400,101,7490.0
2019-08-01,95400,103,6910.0
2019-08-01,95500,101,7923.0
2019-08-01,95500,103,5698.0
2019-08-01,95500,414,220.0
2019-09-01,10100,101,1943.0
2019-09-01,10100,103,838.0
2019-09-01,10100,105,483.0
2019-09-01,10100,414,546.0
2019-09-01,11000,101,4773.0
2019-09-01,11000,103,1744.0
2019-09-01,11000,105,198.0
2019-09-01,11000,414,63.0
2019-09-01,11001,101,1733.0
2019-09-01,11001,103,1040.0
2019-09-01,21000,101,9045.0
2019-09-01,21000,103,2619.0
2019-09-01,21000,105,298.0
2019-09-01,21000,414,1569.0
2019-09-01,21000,417,360.0
2019-09-01,31050,101,13312.0
2019-09-01,31050,103,6535.0
2019-09-01,32100,101,20869.0
2019-09-01,32100,103,28001.0
2019-09-01,32100,105,80.0
2019-09-01,32100,414,609.0
2019-09-01,32200,101,6317.0
2019-09-01,32200,103,14342.0
2019-09-01,32200,105,190.0
2019-09-01,32200,414,361.0
2019-09-01,32400,101,13073.0
2019-09-01,32400,103,5440.0
2019-09-01,32400,105,61.0
2019-09-01,32400,413,21.0
2019-09-01,32400,414,1114.0
2019-09-01,33100,101,5719.0
2019-09-01,33100,103,7508.0
2019-09-01,33100,105,252.0
2019-09-01,33100,413,21.0
2019-09-01,33100,414,336.0
2019-09-01,44030,101,3493.0
2019-09-01,44030,103,3842.0
2019-09-01,44030,105,526.0
2019-09-01,44030,414,171.0
2019-09-01,51209,101,592.0
2019-09-01,51209,103,668.0
2019-09-01,51210,101,600.0
2019-09-01,51210,102,647.0
2019-09-01,51210,103,742.0
2019-09-01,51210,104,917.0
2019-09-01,51212,101,4507.0
2019-09-01,51212,103,4217.0
2019-09-01,51212,105,1259.0
2019-09-01,51212,414,396.0
2019-09-01,51214,101,577.0
2019-09-01,51214,103,706.0
2019-09-01,52000,101,2720.0
2019-09-01,52000,103,1946.0
2019-09-01,52000,105,779.0
2019-09-01,52000,413,15.0
2019-09-01,52000,414,1608.0
2019-09-01,52100,101,18062.0
2019-09-01,52100,103,3084.0
2019-09-01,52100,105,1983.0
2019-09-01,52100,414,1560.0
2019-09-01,53000,101,3790.0
2019-09-01,53000,103,1573.0
2019-09-01,53000,105,1263.0
2019-09-01,53000,405,996.0
2019-09-01,53000,414,890.0
2019-09-01,60000,101,2835.0
2019-09-01,60000,103,720.0
2019-09-01,60000,105,21.0
2019-09-01,60000,414,209.0
2019-09-01,62000,101,3521.0
2019-09-01,62000,103,1241.0
2019-09-01,62000,105,118.0
2019-09-01,62000,414,254.0
2019-09-01,62200,101,15549.0
2019-09-01,62200,103,7230.0
2019-09-01,62200,105,300.0
2019-09-01,62200,414,1181.0
2019-09-01,62300,101,23887.0
2019-09-01,62300,103,6134.0
2019-09-01,62300,105,549.0
2019-09-01,62300,107,63.0
2019-09-01,62300,414,468.0
2019-09-01,62300,415,221.0
2019-09-01,62400,101,36211.0
2019-09-01,62400,103,10645.0
2019-09-01,62400,105,1581.0
2019-09-01,62400,417,273.0
2019-09-01,62500,101,2999.0
2019-09-01,62500,103,1909.0
2019-09-01,62500,105,80.0
2019-09-01,62500,414,188.0
2019-09-01,62500,417,20.0
2019-09-01,62600,101,16941.0
2019-09-01,62600,103,94898.0
2019-09-01,62600,104,28.0
2019-09-01,62600,105,478.0
2019-09-01,62600,414,4907.0
2019-09-01,64000,101,10044.0
2019-09-01,64000,103,1974.0
2019-09-01,64000,105,171.0
2019-09-01,64000,414,997.0
2019-09-01,65701,101,1737.0
2019-09-01,65701,103,1083.0
2019-09-01,65701,105,602.0
2019-09-01,65701,414,247.0
2019-09-01,65704,101,6465.0
2019-09-01,65704,103,2601.0
2019-09-01,65704,105,508.0
2019-09-01,65704,405,21.0
2019-09-01,65704,407,142.0
2019-09-01,65704,414,703.0
2019-09-01,65706,101,2844.0
2019-09-01,65706,103,2517.0
2019-09-01,65706,105,244.0
2019-09-01,65706,414,273.0
2019-09-01,65720,101,46532.0
2019-09-01,65720,103,17276.0
2019-09-01,65720,105,5048.0
2019-09-01,65720,201,633.0
2019-09-01,65720,203,415.0
2019-09-01,65720,413,17.0
2019-09-01,65720,414,3211.0
2019-09-01,65720,417,231.0
2019-09-01,65741,101,2073.0
2019-09-01,65741,103,2231.0
2019-09-01,65741,105,1005.0
2019-09-01,65741,405,76.0
2019-09-01,65741,413,13.0
2019-09-01,65741,414,474.0
2019-09-01,67200,101,1293.0
2019-09-01,67200,103,1190.0
2019-09-01,67200,105,64.0
2019-09-01,67200,414,285.0
2019-09-01,67200,417,40.0
2019-09-01,71000,101,5095.0
2019-09-01,71000,103,1872.0
2019-09-01,71000,105,339.0
2019-09-01,71000,413,19.0
2019-09-01,71000,414,585.0
2019-09-01,71000,417,297.0
2019-09-01,71100,101,3532.0
2019-09-01,71100,103,1910.0
2019-09-01,71100,105,761.0
2019-09-01,71100,414,513.0
2019-09-01,71100,417,112.0
2019-09-01,71210,101,1439.0
2019-09-01,71210,103,2877.0
2019-09-01,71210,105,198.0
2019-09-01,71210,414,168.0
2019-09-01,80000,101,8221.0
2019-09-01,80000,103,2751.0
2019-09-01,80000,105,21.0
2019-09-01,80000,414,715.0
2019-09-01,81000,101,11747.0
2019-09-01,81000,103,16070.0
2019-09-01,81000,105,1644.0
2019-09-01,81000,414,804.0
2019-09-01,81146,101,271.0
2019-09-01,81146,103,309.0
2019-09-01,81147,101,438.0
2019-09-01,81147,103,575.0
2019-09-01,81148,101,140.0
2019-09-01,81148,102,275.0
2019-09-01,81148,103,220.0
2019-09-01,81148,104,421.0
2019-09-01,81200,101,5578.0
2019-09-01,81200,103,20248.0
2019-09-01,81310,101,2856.0
2019-09-01,81310,103,1373.0
2019-09-01,81310,105,200.0
2019-09-01,81310,107,40.0
2019-09-01,81310,414,540.0
2019-09-01,81401,101,1461.0
2019-09-01,81401,103,1379.0
2019-09-01,81402,101,2108.0
2019-09-01,81402,103,2160.0
2019-09-01,81402,105,42.0
2019-09-01,81402,414,40.0
2019-09-01,81600,101,5196.0
2019-09-01,81600,103,7294.0
2019-09-01,81600,105,405.0
2019-09-01,81600,414,482.0
2019-09-01,82000,101,6362.0
2019-09-01,82000,103,5050.0
2019-09-01,82000,105,406.0
2019-09-01,82000,414,610.0
2019-09-01,82019,101,371.0
2019-09-01,82019,102,995.0
2019-09-01,82019,103,333.0
2019-09-01,82019,104,550.0
2019-09-01,82024,101,359.0
2019-09-01,82024,103,337.0
2019-09-01,82025,101,912.0
2019-09-01,82025,102,34.0
2019-09-01,82025,103,396.0
2019-09-01,82025,104,25.0
2019-09-01,82115,101,605.0
2019-09-01,82115,102,30.0
2019-09-01,82115,103,506.0
2019-09-01,82117,101,548.0
2019-09-01,82117,103,557.0
2019-09-01,82118,101,565.0
2019-09-01,82118,102,16.0
2019-09-01,82118,103,629.0
2019-09-01,82118,104,17.0
2019-09-01,82200,101,3793.0
2019-09-01,82200,103,7466.0
2019-09-01,82200,105,60.0
2019-09-01,82512,101,473.0
2019-09-01,82512,102,260.0
2019-09-01,82512,103,224.0
2019-09-01,82512,104,175.0
2019-09-01,82512,106,7.0
2019-09-01,82700,101,6339.0
2019-09-01,82700,103,3959.0
2019-09-01,82700,105,367.0
2019-09-01,82700,107,42.0
2019-09-01,82700,414,336.0
2019-09-01,83000,101,4711.0
2019-09-01,83000,103,3433.0
2019-09-01,83000,105,39.0
2019-09-01,83000,414,500.0
2019-09-01,83123,101,1261.0
2019-09-01,83123,103,782.0
2019-09-01,83140,101,249.0
2019-09-01,83140,102,304.0
2019-09-01,83140,103,139.0
2019-09-01,83140,104,167.0
2019-09-01,83142,101,315.0
2019-09-01,83142,102,195.0
2019-09-01,83142,103,225.0
2019-09-01,83142,104,183.0
2019-09-01,83143,101,513.0
2019-09-01,83143,102,89.0
2019-09-01,83143,103,274.0
2019-09-01,83143,104,45.0
2019-09-01,83143,106,2.0
2019-09-01,83200,101,5105.0
2019-09-01,83200,103,8441.0
2019-09-01,83200,414,42.0
2019-09-01,83320,101,1677.0
2019-09-01,83320,103,1498.0
2019-09-01,83320,105,80.0
2019-09-01,83320,414,452.0
2019-09-01,83340,101,1617.0
2019-09-01,83340,102,60.0
2019-09-01,83340,103,1953.0
2019-09-01,83340,104,134.0
2019-09-01,83340,105,100.0
2019-09-01,83340,414,500.0
2019-09-01,83350,101,998.0
2019-09-01,83350,103,1228.0
2019-09-01,83350,105,80.0
2019-09-01,83350,414,319.0
2019-09-01,83401,101,2449.0
2019-09-01,83401,103,1765.0
2019-09-01,83401,414,131.0
2019-09-01,83511,101,305.0
2019-09-01,83511,102,156.0
2019-09-01,83511,103,326.0
2019-09-01,83511,104,178.0
2019-09-01,83601,101,5433.0
2019-09-01,83601,103,10647.0
2019-09-01,83601,105,399.0
2019-09-01,83601,414,462.0
2019-09-01,83602,101,3795.0
2019-09-01,83602,103,9680.0
2019-09-01,83602,105,321.0
2019-09-01,83602,414,292.0
2019-09-01,83602,417,114.0
2019-09-01,83701,101,6122.0
2019-09-01,83701,103,4229.0
2019-09-01,83701,105,156.0
2019-09-01,83701,405,231.0
2019-09-01,83701,414,567.0
2019-09-01,83702,101,4239.0
2019-09-01,83702,103,2522.0
2019-09-01,83702,105,302.0
2019-09-01,83702,414,291.0
2019-09-01,83702,415,53.0
2019-09-01,83800,101,5704.0
2019-09-01,83800,103,11971.0
2019-09-01,83800,105,1064.0
2019-09-01,83800,413,30.0
2019-09-01,83800,414,933.0
2019-09-01,84000,101,5899.0
2019-09-01,84000,103,4271.0
2019-09-01,84000,105,516.0
2019-09-01,84000,414,369.0
2019-09-01,84115,101,272.0
2019-09-01,84115,102,6.0
2019-09-01,84115,103,317.0
2019-09-01,84115,104,9.0
2019-09-01,84122,101,259.0
2019-09-01,84122,102,122.0
2019-09-01,84122,103,193.0
2019-09-01,84122,104,127.0
2019-09-01,84124,101,1204.0
2019-09-01,84124,103,1008.0
2019-09-01,84310,101,1571.0
2019-09-01,84310,103,1717.0
2019-09-01,84310,105,251.0
2019-09-01,84310,414,326.0
2019-09-01,84400,101,1550.0
2019-09-01,84400,103,2561.0
2019-09-01,84400,414,60.0
2019-09-01,84513,101,922.0
2019-09-01,84513,102,419.0
2019-09-01,84513,103,505.0
2019-09-01,84513,104,244.0
2019-09-01,84514,101,886.0
2019-09-01,84514,103,688.0
2019-09-01,84700,101,4855.0
2019-09-01,84700,103,2625.0
2019-09-01,84700,105,424.0
2019-09-01,84700,201,22.0
2019-09-01,84700,203,47.0
2019-09-01,84700,414,357.0
2019-09-01,84900,101,12352.0
2019-09-01,84900,103,3500.0
2019-09-01,84900,105,3637.0
2019-09-01,84900,414,420.0
2019-09-01,85000,101,5245.0
2019-09-01,85000,103,3359.0
2019-09-01,85000,105,56.0
2019-09-01,85000,107,2058.0
2019-09-01,85000,414,433.0
2019-09-01,85200,101,3641.0
2019-09-01,85200,103,10148.0
2019-09-01,85340,101,1236.0
2019-09-01,85340,103,1113.0
2019-09-01,85340,105,18.0
2019-09-01,85340,414,468.0
2019-09-01,85342,101,810.0
2019-09-01,85342,103,720.0
2019-09-01,85342,105,21.0
2019-09-01,85342,414,142.0
2019-09-01,85344,101,1189.0
2019-09-01,85344,103,1193.0
2019-09-01,85344,105,84.0
2019-09-01,85344,414,357.0
2019-09-01,85400,101,1108.0
2019-09-01,85400,103,1186.0
2019-09-01,85400,414,120.0
2019-09-01,85511,102,450.0
2019-09-01,85511,104,420.0
2019-09-01,85600,101,4110.0
2019-09-01,85600,103,9510.0
2019-09-01,85600,105,268.0
2019-09-01,85600,414,756.0
2019-09-01,86800,101,3217.0
2019-09-01,86800,103,4030.0
2019-09-01,86800,105,382.0
2019-09-01,86800,413,18.0
2019-09-01,86800,414,210.0
2019-09-01,87310,101,975.0
2019-09-01,87310,103,953.0
2019-09-01,87400,101,1435.0
2019-09-01,87400,103,884.0
2019-09-01,87700,101,7383.0
2019-09-01,87700,103,1866.0
2019-09-01,87700,105,285.0
2019-09-01,87700,107,20.0
2019-09-01,87700,414,450.0
2019-09-01,87700,417,809.0
2019-09-01,87900,101,2695.0
2019-09-01,87900,103,9059.0
2019-09-01,87900,414,147.0
2019-09-01,88000,101,4545.0
2019-09-01,88000,103,2788.0
2019-09-01,88133,101,1020.0
2019-09-01,88133,102,66.0
2019-09-01,88133,103,687.0
2019-09-01,88133,104,173.0
2019-09-01,88200,101,7560.0
2019-09-01,88200,102,212.0
2019-09-01,88200,103,17075.0
2019-09-01,88200,104,641.0
2019-09-01,88511,101,395.0
2019-09-01,88511,102,195.0
2019-09-01,88511,103,313.0
2019-09-01,88511,104,142.0
2019-09-01,89000,101,5805.0
2019-09-01,89000,103,5504.0
2019-09-01,89000,105,30.0
2019-09-01,89000,414,255.0
2019-09-01,89144,101,377.0
2019-09-01,89144,103,519.0
2019-09-01,89145,101,586.0
2019-09-01,89145,102,162.0
2019-09-01,89145,103,439.0
2019-09-01,89145,104,118.0
2019-09-01,89300,101,1512.0
2019-09-01,89300,103,2152.0
2019-09-01,89300,105,20.0
2019-09-01,89330,101,1864.0
2019-09-01,89330,103,1107.0
2019-09-01,89330,105,120.0
2019-09-01,89330,414,440.0
2019-09-01,89331,101,221.0
2019-09-01,89331,103,426.0
2019-09-01,89331,105,6.0
2019-09-01,91530,101,835.0
2019-09-01,91530,103,551.0
2019-09-01,91613,101,1738.0
2019-09-01,91613,102,420.0
2019-09-01,91613,103,3348.0
2019-09-01,91613,104,882.0
2019-09-01,91619,101,1336.0
2019-09-01,91619,102,404.0
2019-09-01,91619,103,1597.0
2019-09-01,91619,104,486.0
2019-09-01,91624,101,1620.0
2019-09-01,91624,102,168.0
2019-09-01,91624,103,2967.0
2019-09-01,91624,104,224.0
2019-09-01,91665,101,1325.0
2019-09-01,91665,102,76.0
2019-09-01,91665,103,2041.0
2019-09-01,91665,104,178.0
2019-09-01,91901,101,10449.0
2019-09-01,91901,103,8253.0
2019-09-01,91901,414,600.0
2019-09-01,95180,101,8046.0
2019-09-01,95180,102,52.0
2019-09-01,95180,103,9714.0
2019-09-01,95180,104,87.0
2019-09-01,95180,105,21.0
2019-09-01,95380,101,3396.0
2019-09-01,95380,103,5965.0
2019-09-01,95400,101,7020.0
2019-09-01,95400,103,6629.0
2019-09-01,95500,101,7522.0
2019-09-01,95500,103,5832.0
2019-09-01,95500,414,210.0
2019-10-01,10100,101,2030.0
2019-10-01,10100,103,899.0
2019-10-01,10100,105,524.0
2019-10-01,10100,414,621.0
2019-10-01,11000,101,5133.0
